frame,joint1_x,joint1_y,joint2_x,joint2_y,joint3_x,joint3_y,joint4_x,joint4_y,joint5_x,joint5_y,joint6_x,joint6_y,joint7_x,joint7_y,joint8_x,joint8_y,joint9_x,joint9_y,joint10_x,joint10_y,joint11_x,joint11_y,joint12_x,joint12_y,joint13_x,joint13_y,joint14_x,joint14_y,joint15_x,joint15_y,joint16_x,joint16_y,joint17_x,joint17_y
10,685.4671020507812,223.6959686279297,695.0811157226562,213.3054656982422,675.9490356445312,214.4164581298828,715.0706176757812,216.53956604003903,664.9710083007812,219.68215942382807,742.574951171875,273.85797119140625,651.6228637695312,276.4609375,771.18994140625,351.5993957519531,627.739990234375,349.8150634765625,769.2496948242188,426.9104919433594,628.9583740234375,417.7483520507813,730.1417236328125,423.43463134765625,671.788818359375,424.3158874511719,734.6166381835938,520.55078125,682.019287109375,520.6392822265625,731.6708374023438,598.6883544921875,694.1849365234375,598.2978515625
11,684.9696044921875,223.55111694335935,694.6454467773438,213.17578125,675.5780029296875,214.2930908203125,715.0132446289062,216.48280334472656,664.9392700195312,219.64016723632807,742.7789916992188,273.8486022949219,651.7237548828125,276.47589111328125,771.2105712890625,351.681884765625,627.7010498046875,349.9018249511719,769.2017211914062,426.8826293945313,628.89599609375,417.718994140625,730.1500244140625,423.4969482421875,671.7342529296875,424.3446350097656,734.5543212890625,520.5994262695312,681.9896240234375,520.65771484375,731.6240844726562,598.7713012695312,694.2151489257812,598.36572265625
12,685.380615234375,221.90765380859372,695.408447265625,212.09930419921875,675.8115234375,213.51446533203125,717.0262451171875,215.01022338867188,665.515380859375,217.07095336914065,746.8236083984375,276.8834228515625,649.6463623046875,276.8411560058594,774.4110717773438,359.487548828125,632.0213623046875,352.3968200683594,772.8026733398438,432.5780029296875,628.38720703125,420.104248046875,731.8391723632812,423.92767333984375,670.3250732421875,424.10943603515625,738.81494140625,518.7645874023438,678.5003051757812,518.937744140625,734.8460083007812,601.2265014648438,698.3001098632812,598.8186645507812
13,685.2271118164062,222.2136383056641,695.2481689453125,212.3503875732422,675.6124267578125,213.8246154785156,716.9375,215.1357421875,665.3208618164062,217.35592651367188,746.7236328125,276.91619873046875,649.5694580078125,277.1827392578125,774.2296142578125,359.39093017578125,631.953125,352.9946594238281,772.6602172851562,432.2034912109375,628.4766845703125,420.3948669433594,731.7683715820312,423.96392822265625,670.2584228515625,424.2850341796875,738.7845458984375,518.8692626953125,678.3984985351562,519.2389526367188,734.8368530273438,601.134033203125,698.2158813476562,598.8140869140625
14,685.225341796875,222.20974731445312,695.2421875,212.3507537841797,675.6178588867188,213.8204040527344,716.9243774414062,215.12022399902344,665.327880859375,217.33294677734372,746.6903076171875,276.88092041015625,649.5611572265625,277.13067626953125,774.206298828125,359.3636169433594,631.9337158203125,352.97332763671875,772.6195678710938,432.1307373046875,628.5032958984375,420.4455871582031,731.675537109375,423.9176025390625,670.1862182617188,424.2311096191406,738.7037353515625,518.82373046875,678.3461303710938,519.1788940429688,734.8514404296875,601.1320190429688,698.228759765625,598.8134765625
15,685.1788330078125,222.06866455078125,695.213623046875,212.22137451171875,675.61865234375,213.65267944335935,716.900146484375,215.09092712402344,665.3822631835938,217.19464111328125,746.634765625,277.03857421875,649.525390625,277.135498046875,774.270263671875,359.5628662109375,631.8960571289062,352.7308349609375,772.61669921875,432.29150390625,628.4532470703125,419.9618225097656,731.7503662109375,423.9741821289063,670.2872924804688,424.251953125,738.7120361328125,518.873291015625,678.3529052734375,519.2622680664062,734.8644409179688,601.0950927734375,698.295166015625,598.9488525390625
16,685.32080078125,221.9057464599609,695.3402099609375,212.04425048828125,675.7049560546875,213.48248291015625,716.9696655273438,214.93771362304688,665.3438110351562,217.08238220214844,746.6576538085938,276.9574584960937,649.4471435546875,277.1560974121094,774.2576904296875,359.41717529296875,631.9846801757812,352.9095153808594,772.6950073242188,432.2449035644531,628.5708618164062,420.2604675292969,731.6983642578125,424.1285705566406,670.15380859375,424.45751953125,738.770751953125,518.931640625,678.2579345703125,519.3841552734375,734.8815307617188,601.1831665039062,698.2987670898438,599.0347900390625
17,685.7627563476562,221.6264190673828,695.6412963867188,211.8251495361328,676.135986328125,213.2456817626953,716.8529052734375,214.6026763916016,665.5299072265625,216.73895263671875,746.519287109375,276.3953552246094,649.42626953125,276.5990600585937,774.1812744140625,359.1712646484375,632.0811767578125,352.6727905273437,772.135986328125,432.5399169921875,628.656494140625,420.5023498535156,731.5633544921875,423.7164001464844,670.0751342773438,424.0412292480469,738.7376098632812,518.79248046875,678.2965087890625,519.2598876953125,734.828857421875,601.2276000976562,698.1727294921875,599.1992797851562
18,685.3214721679688,223.4962158203125,694.8568115234375,212.8890838623047,675.8221435546875,214.18006896972656,715.3333740234375,215.64280700683597,665.1070556640625,219.2673797607422,744.261474609375,273.1090087890625,652.0942993164062,276.3514404296875,773.75927734375,352.10382080078125,628.8955688476562,351.711669921875,769.9443359375,427.0617065429688,632.040283203125,420.0228271484375,731.6836547851562,423.11322021484375,672.5706176757812,424.1151123046875,736.2454833984375,519.4525146484375,682.3800659179688,519.5643310546875,733.781494140625,596.16064453125,695.86328125,595.9552001953125
19,685.3836669921875,223.43069458007807,694.9480590820312,212.88986206054688,675.95068359375,214.17100524902344,715.4896850585938,215.8813934326172,665.3388671875,219.5031280517578,744.43603515625,273.2315673828125,652.2197265625,276.5601501464844,773.9306030273438,351.5664367675781,629.001220703125,351.53955078125,769.9451904296875,426.460693359375,632.2703857421875,420.0989379882813,731.315673828125,422.4664306640625,672.1153564453125,423.4627685546875,735.9534912109375,518.4135131835938,681.5762939453125,518.5249633789062,733.8273315429688,595.487548828125,695.2340087890625,595.3381958007812
20,685.4661865234375,223.3999786376953,695.01611328125,212.898193359375,676.0328979492188,214.1512756347656,715.4385375976562,215.9904327392578,665.3646850585938,219.5329742431641,744.2080688476562,273.3578491210937,652.204833984375,276.69110107421875,773.5757446289062,351.599365234375,629.12353515625,351.66314697265625,769.79296875,426.453369140625,632.3927001953125,419.9430541992188,731.2882690429688,422.5421752929688,672.2072143554688,423.5907897949219,736.0130004882812,518.4673461914062,681.7281494140625,518.673828125,733.9586791992188,595.4243774414062,695.2210693359375,595.3973388671875
21,685.4686279296875,223.3651885986328,695.0050659179688,212.8684844970703,676.0374755859375,214.10922241210935,715.425537109375,215.9356842041016,665.3806762695312,219.4550628662109,744.26611328125,273.4032592773437,652.2449340820312,276.41424560546875,773.77392578125,351.6514892578125,629.0509643554688,350.9271240234375,769.7684326171875,426.21575927734375,632.1400756835938,419.26220703125,731.215087890625,422.435302734375,672.1411743164062,423.3055114746094,735.8983154296875,518.645263671875,681.6676635742188,518.596923828125,733.8970336914062,595.8322143554688,695.3200073242188,595.4437866210938
22,685.3671875,223.4091339111328,694.8374633789062,212.8988342285156,675.9696655273438,214.1584625244141,715.2012939453125,215.86685180664065,665.3505859375,219.41802978515625,744.1273193359375,273.5301208496094,652.1453857421875,276.4131774902344,773.62548828125,351.78741455078125,628.7731323242188,350.6928405761719,769.79833984375,426.7550354003906,632.1153564453125,419.524658203125,731.0344848632812,422.88330078125,672.01708984375,423.6956176757813,735.7884521484375,519.060791015625,681.411865234375,518.931396484375,733.9729614257812,596.03759765625,695.127197265625,595.5966186523438
23,684.7152099609375,223.74169921875,694.0816650390625,213.21327209472656,675.470458984375,214.60671997070312,714.79052734375,215.90121459960935,665.3436889648438,219.79458618164065,744.4462280273438,273.4071655273437,652.50390625,276.4486999511719,773.8075561523438,352.0992736816406,628.8477172851562,350.62109375,769.6580200195312,428.0757751464844,632.0418701171875,419.736572265625,730.984619140625,423.15533447265625,672.0421752929688,423.91998291015625,735.6556396484375,519.0128784179688,681.24169921875,518.829833984375,733.8677978515625,595.9697265625,694.94580078125,595.5264892578125
24,683.97314453125,222.9315948486328,694.0296020507812,212.4577789306641,674.8013916015625,213.428466796875,715.5791625976562,216.00457763671875,664.7649536132812,218.6971893310547,743.9269409179688,273.9539794921875,652.2559814453125,276.1807861328125,771.2626953125,353.0264892578125,629.8037719726562,350.8318176269531,768.263671875,428.5128173828125,633.619384765625,418.2418823242188,731.9046630859375,423.7868041992188,672.8912963867188,424.3656921386719,734.831787109375,518.9609985351562,681.248779296875,518.7709350585938,732.1873779296875,595.7081909179688,694.177001953125,595.415771484375
25,683.1290283203125,224.1668701171875,693.162109375,213.71795654296875,674.3570556640625,214.58267211914065,715.1537475585938,216.49249267578125,664.9759521484375,218.8864288330078,744.0517578125,273.74432373046875,652.3634643554688,275.2987976074219,771.4510498046875,352.95654296875,629.1851196289062,349.4147644042969,768.4088134765625,428.6289367675781,632.744140625,417.4280395507813,731.3603515625,423.2046203613281,672.4594116210938,423.43206787109375,734.530029296875,519.0036010742188,681.0534057617188,518.4083251953125,732.164794921875,595.9945678710938,694.1934814453125,595.3277587890625
26,683.34228515625,222.129150390625,693.8673095703125,212.51014709472656,674.1829833984375,213.48306274414065,716.6402587890625,214.97335815429688,664.6741943359375,215.912109375,747.0347900390625,275.5334167480469,648.3408813476562,274.27410888671875,773.116455078125,358.6869506835937,631.6407470703125,349.79168701171875,770.7342529296875,432.3600769042969,629.7886352539062,416.8177185058594,732.223876953125,421.1390380859375,669.5107421875,420.79925537109375,740.8681640625,517.0970458984375,677.9823608398438,515.98095703125,735.2536010742188,603.811767578125,698.06640625,599.5515747070312
27,682.3893432617188,222.4995574951172,693.0999145507812,213.087890625,673.7044677734375,213.68438720703125,716.0947265625,215.60101318359372,664.8035888671875,215.58920288085935,746.359619140625,275.685302734375,647.6270751953125,273.738037109375,773.1214599609375,358.812744140625,630.3590698242188,349.4813842773437,770.7053833007812,432.601806640625,628.5932006835938,417.492431640625,731.7767944335938,420.9077758789063,669.0750122070312,420.3146362304688,740.8863525390625,516.6571044921875,677.7860107421875,515.1619262695312,735.3387451171875,603.5042724609375,697.6417236328125,599.4512329101562
28,683.1993408203125,223.895751953125,693.5433349609375,213.5118103027344,674.2623291015625,214.2013092041016,715.483154296875,216.64187622070312,664.3318481445312,218.57464599609372,744.0282592773438,273.6674499511719,650.7391357421875,274.87261962890625,772.0379638671875,352.6798095703125,626.7521362304688,348.3225402832031,768.1279907226562,429.95794677734375,629.986572265625,416.54974365234375,731.6658935546875,421.5094604492188,671.7679443359375,421.7584838867188,735.1228637695312,518.2744750976562,681.3340454101562,517.787353515625,732.2653198242188,595.78857421875,695.3076171875,595.3361206054688
29,683.31201171875,222.96730041503903,693.8228149414062,212.6970977783203,674.4945678710938,213.2372589111328,715.9801025390625,216.2841796875,664.7529907226562,217.8430938720703,744.125,273.7321472167969,650.9949951171875,274.3612976074219,771.5850830078125,352.4947814941406,626.6116943359375,347.4786682128906,768.3045654296875,428.8891296386719,629.3435668945312,416.1285400390625,731.0524291992188,421.4352722167969,671.2368774414062,421.4244995117188,734.8466186523438,518.3485717773438,681.1986083984375,517.550048828125,731.9935302734375,596.19091796875,694.904052734375,595.3099975585938
30,683.6207275390625,222.8436279296875,693.9171142578125,212.6204833984375,674.7872924804688,213.2225341796875,715.63623046875,216.2069091796875,664.8644409179688,217.9568023681641,743.902099609375,273.4598083496094,650.7767333984375,274.45611572265625,772.1299438476562,351.4547424316406,626.3038330078125,347.2435913085937,767.9046630859375,427.1764526367188,629.4610595703125,415.25299072265625,731.108642578125,421.04876708984375,671.3413696289062,421.2212219238281,734.7882080078125,518.0625,681.298095703125,517.478759765625,731.8109130859375,596.2367553710938,695.1306762695312,595.5760498046875
31,684.5133666992188,223.1748046875,694.6740112304688,212.85813903808597,675.3658447265625,213.51632690429688,715.6847534179688,216.1497344970703,664.7439575195312,218.04666137695312,743.4169921875,273.1703491210937,650.543212890625,274.34442138671875,772.0347900390625,350.72869873046875,626.2457275390625,346.98388671875,768.223876953125,426.0672912597656,629.2886962890625,415.1829223632813,731.2747192382812,421.128662109375,671.62841796875,421.452880859375,735.1048583984375,518.0421142578125,681.3154907226562,517.5616455078125,732.012939453125,596.2801513671875,694.7540283203125,595.6207275390625
32,685.1843872070312,222.7152404785156,695.0506591796875,212.39321899414065,675.7572021484375,213.20294189453125,715.2005615234375,215.7607269287109,664.5496215820312,218.0708770751953,742.7503662109375,273.0277709960937,650.2671508789062,274.6083679199219,771.5253295898438,350.7561950683594,626.298583984375,347.49822998046875,767.759521484375,426.351318359375,629.535888671875,415.7468872070313,730.7904052734375,420.455078125,671.4230346679688,421.0238342285156,735.362060546875,517.2510986328125,681.3172607421875,517.0233154296875,732.6268920898438,596.1041870117188,694.6484985351562,595.6697387695312
33,685.0559692382812,222.6023712158203,694.9092407226562,212.30145263671875,675.6607055664062,213.0818023681641,714.9882202148438,215.681884765625,664.4500122070312,217.91354370117188,742.4771728515625,272.8726806640625,650.0963134765625,274.5043334960937,771.5245971679688,350.45782470703125,626.215576171875,347.3947448730469,767.8319702148438,426.4083862304688,629.4022216796875,415.7235107421875,730.8289794921875,420.3634033203125,671.519287109375,420.994140625,735.4021606445312,517.1419677734375,681.3877563476562,517.012939453125,732.6524658203125,596.0003662109375,694.5917358398438,595.6915283203125
34,684.7163696289062,222.7472076416016,694.647705078125,212.5030059814453,675.4326171875,213.1885986328125,714.8574829101562,215.99647521972656,664.371826171875,217.9775390625,742.2734375,273.0601806640625,649.9981689453125,274.5874328613281,771.5209350585938,350.5111999511719,626.3916015625,347.60693359375,768.1632080078125,426.5781555175781,629.4662475585938,416.1484375,730.635009765625,420.2102966308594,671.3780517578125,420.8159790039063,735.2360229492188,516.9746704101562,681.32763671875,516.8521728515625,732.6358642578125,595.8624267578125,694.5648803710938,595.6137084960938
35,684.5947875976562,222.89810180664065,694.47607421875,212.4817657470703,675.12060546875,213.38400268554688,714.797119140625,215.72601318359372,664.0306396484375,218.27169799804688,742.544677734375,272.9789428710937,650.1116943359375,274.8504638671875,771.5564575195312,350.60107421875,626.2630004882812,347.7435913085937,768.1334838867188,426.5625,629.4506225585938,416.2889099121094,730.7620239257812,420.2821044921875,671.4424438476562,420.9349365234375,735.2960815429688,517.111328125,681.2977294921875,516.9315185546875,732.6257934570312,595.9468383789062,694.8458251953125,595.54638671875
36,682.490966796875,221.2799835205078,692.8359375,211.1832275390625,673.7684936523438,211.70233154296875,714.8798828125,215.43077087402344,664.230224609375,217.0023498535156,743.17236328125,273.4269104003906,650.853759765625,274.35400390625,771.001220703125,352.7322692871094,628.19970703125,349.41998291015625,767.614013671875,427.0919189453125,631.9536743164062,418.65179443359375,731.4426879882812,420.4818115234375,672.0074462890625,420.65869140625,735.779296875,516.94482421875,681.817138671875,516.2303466796875,733.486328125,593.3431396484375,694.9923095703125,592.064208984375
37,682.447509765625,221.26052856445312,692.8304443359375,211.2697906494141,673.9330444335938,211.7056579589844,715.0125122070312,215.5703887939453,664.65869140625,216.93295288085935,743.3463745117188,273.20220947265625,651.1052856445312,274.2152709960937,771.2921142578125,352.39337158203125,628.461181640625,349.61041259765625,767.6702880859375,426.3289794921875,631.7481079101562,418.4503173828125,731.3751220703125,419.51220703125,672.0187377929688,419.73529052734375,735.8831787109375,516.1936645507812,682.028076171875,515.60888671875,733.626953125,593.2923583984375,694.9389038085938,592.2730712890625
38,682.45556640625,221.3246612548828,692.82177734375,211.3282928466797,673.8866577148438,211.76724243164065,714.9075927734375,215.6482086181641,664.50634765625,217.0102386474609,743.113037109375,273.3326110839844,650.9927978515625,274.2608947753906,770.9332275390625,352.55340576171875,628.4630126953125,349.58819580078125,767.5409545898438,426.3004760742188,632.038818359375,418.2812805175781,731.3333740234375,419.5147705078125,672.049072265625,419.7196044921875,735.7457885742188,516.2364501953125,681.9678955078125,515.614501953125,733.55126953125,593.4459228515625,694.9410400390625,592.3324584960938
39,682.3377075195312,221.6200256347656,692.6509399414062,211.49171447753903,673.6229858398438,212.06472778320312,714.7032470703125,215.5591278076172,664.1680297851562,217.2674560546875,743.06591796875,273.1754150390625,651.1840209960938,274.4878234863281,770.9166259765625,352.6344909667969,629.01611328125,349.919189453125,767.6532592773438,426.0709533691406,632.2283935546875,417.4698486328125,731.25390625,419.5044250488281,672.1103515625,419.8235778808594,735.7147827148438,516.3557739257812,682.009765625,515.8521118164062,733.7340087890625,593.5430908203125,695.02978515625,592.6051025390625
40,682.3299560546875,221.6157073974609,692.6416015625,211.4896545410156,673.6151733398438,212.06546020507807,714.6812744140625,215.54818725585935,664.166259765625,217.25836181640625,743.0426025390625,273.126953125,651.1956787109375,274.45379638671875,770.917724609375,352.5680236816406,628.9791259765625,349.8258056640625,767.8631591796875,426.2034912109375,632.1410522460938,417.3009033203125,731.2427978515625,419.4897766113281,672.129638671875,419.8146057128906,735.5728149414062,516.3184814453125,681.9249877929688,515.8369140625,733.5875854492188,593.5250854492188,694.9208984375,592.6292114257812
41,682.4739990234375,221.66061401367188,692.7227783203125,211.43902587890625,673.5885009765625,212.1400909423828,714.6129150390625,215.32659912109372,663.9363403320312,217.35797119140625,742.9703979492188,272.967529296875,651.177734375,274.5079345703125,770.6519165039062,352.51348876953125,628.9205322265625,349.80096435546875,767.5556640625,426.4015502929688,632.04248046875,417.4940185546875,731.2008056640625,419.5320434570313,672.1583251953125,419.91650390625,735.4620971679688,516.3652954101562,681.9505615234375,515.896728515625,733.438232421875,593.6488037109375,695.1163330078125,592.7449340820312
42,682.0843505859375,221.42042541503903,692.4368896484375,211.2788543701172,673.3451538085938,211.88255310058597,714.5974731445312,215.40060424804688,663.9371337890625,217.1737060546875,742.946533203125,273.02960205078125,651.2174072265625,274.3534851074219,770.552734375,352.43609619140625,629.0943603515625,349.42694091796875,767.5857543945312,426.442626953125,632.2017822265625,416.9239501953125,731.2520141601562,419.40179443359375,672.2012939453125,419.70513916015625,735.510498046875,516.1943359375,682.0291748046875,515.6793212890625,733.5679321289062,593.5447998046875,695.1275024414062,592.6337890625
43,681.8707275390625,221.40576171875,692.190185546875,211.33319091796875,673.2431640625,211.84811401367188,714.3397216796875,215.49191284179688,663.927490234375,217.0443420410156,742.7333984375,273.0838928222656,651.142822265625,274.1695251464844,770.6732177734375,352.4156799316406,629.16748046875,349.2640380859375,767.7388916015625,426.0128173828125,632.129638671875,416.8214111328125,731.1860961914062,419.4036865234375,672.2151489257812,419.6260986328125,735.5477294921875,516.334228515625,682.133056640625,515.7313232421875,733.6474609375,593.6732788085938,695.0182495117188,592.6279907226562
44,682.1608276367188,221.58303833007807,692.3677978515625,211.37210083007807,673.293701171875,212.0400238037109,714.2106323242188,215.1380920410156,663.626708984375,217.08045959472656,742.5880126953125,272.5775451660156,651.0486450195312,273.9896240234375,770.6361083984375,352.0509338378906,629.1752319335938,349.1260986328125,767.8684692382812,425.8818359375,632.1942749023438,416.70452880859375,731.1669311523438,419.300537109375,672.2520141601562,419.64788818359375,735.56787109375,516.3469848632812,682.0618896484375,515.829833984375,733.7266845703125,593.7237548828125,695.0650634765625,592.7485961914062
45,682.307373046875,221.0782012939453,692.311767578125,210.68673706054688,673.2028198242188,211.6391143798828,714.0737915039062,214.1145172119141,663.319091796875,216.79910278320312,743.041748046875,271.72137451171875,651.0636596679688,273.93511962890625,771.8162841796875,351.3456115722656,629.360107421875,349.2806396484375,768.3330078125,425.9163818359375,632.4713134765625,417.1640625,732.4198608398438,420.54736328125,673.2000122070312,421.1888427734375,736.8846435546875,516.7996826171875,682.7760009765625,516.5618896484375,733.9332885742188,593.7125244140625,694.7474365234375,592.99658203125
46,682.1160888671875,220.90505981445312,692.2315063476562,210.65419006347656,673.1461181640625,211.44140625,714.091796875,214.48724365234372,663.385498046875,216.736083984375,742.8243408203125,272.1909484863281,650.9586791992188,274.01513671875,771.5396118164062,351.54345703125,629.4076538085938,349.1073303222656,768.3094482421875,426.0980224609375,632.437744140625,416.9632873535156,732.3286743164062,420.7359619140625,673.14306640625,421.2667236328125,736.718505859375,516.8378295898438,682.8447265625,516.534912109375,733.8622436523438,593.5398559570312,694.7957763671875,592.7788696289062
47,681.866943359375,220.33616638183597,691.700439453125,209.99066162109372,672.772216796875,211.05633544921875,713.4445190429688,213.6800079345703,663.0839233398438,216.67401123046875,742.8631591796875,271.64117431640625,651.0757446289062,273.9034423828125,771.8139038085938,351.1403503417969,629.2192993164062,348.83380126953125,768.3663330078125,425.9054260253906,632.4652099609375,417.0992431640625,732.3883056640625,420.38568115234375,673.3140258789062,420.99853515625,736.8648681640625,516.6665649414062,682.9652709960938,516.33203125,733.9974365234375,593.8060913085938,695.0713500976562,592.8495483398438
48,681.3477783203125,221.1555633544922,691.1665649414062,211.2814178466797,673.2276611328125,212.15115356445312,713.6761474609375,215.8448638916016,665.1103515625,218.37973022460935,743.5849609375,273.9415283203125,652.1245727539062,275.8158569335937,771.18896484375,352.5202331542969,628.21142578125,350.2188720703125,767.42236328125,425.8790893554688,632.0927124023438,417.8773498535156,730.3829345703125,421.5704040527344,671.6765747070312,421.9339599609375,735.06591796875,518.3466186523438,682.1087646484375,517.8887939453125,733.5321044921875,595.66845703125,695.5847778320312,594.7415161132812
49,681.580810546875,221.21910095214844,691.1275634765625,211.1257781982422,673.0450439453125,212.2742156982422,713.0765380859375,215.1446685791016,664.3778076171875,218.41891479492188,743.3077392578125,273.2794189453125,651.8231201171875,275.59332275390625,771.49951171875,352.3275146484375,628.172607421875,350.0692138671875,767.4876098632812,426.2175903320313,632.25048828125,418.1123046875,730.3919677734375,421.00921630859375,671.7200927734375,421.5071411132813,735.4191284179688,518.2938232421875,682.093017578125,517.8466796875,733.8599853515625,596.2342529296875,695.6815795898438,595.166748046875
50,681.3067016601562,221.6808013916016,691.03466796875,211.72915649414065,673.03857421875,212.6301727294922,713.20751953125,215.8895568847656,664.588134765625,218.5057373046875,743.1392822265625,273.54254150390625,651.6539306640625,275.6134033203125,771.4059448242188,352.1055908203125,628.3034057617188,350.13818359375,767.3694458007812,425.8804321289063,632.3591918945312,417.8475341796875,730.352294921875,420.9066467285156,671.6015625,421.3953552246094,735.4345092773438,518.223388671875,682.0782470703125,517.901611328125,733.8948974609375,595.7731323242188,695.383056640625,595.0210571289062
