epoch,train_loss,valid_loss,valid_accuracy
1,1.015229269862175,0.9753243327140808,54.374057315233784
2,0.9041121751070023,0.8107960820198059,59.31372549019608
3,0.5146703124046326,0.5835468769073486,73.34087481146305
4,0.5034414827823639,0.4936135411262512,74.2081447963801
5,0.41457468271255493,0.5437980890274048,71.41779788838612
6,0.42969970405101776,0.7024697065353394,71.26696832579185
7,0.3439130261540413,0.434691458940506,72.88838612368023
8,0.4188118651509285,0.5040019750595093,70.24886877828054
9,0.3372333496809006,0.5689221620559692,72.66214177978884
10,0.3530234172940254,0.5496670603752136,68.92911010558069
11,0.7566420771181583,0.4513511061668396,68.89140271493213
12,0.3400375135242939,0.4207795560359955,74.6606334841629
13,0.27810442075133324,0.4553341269493103,71.4555052790347
14,0.22811751812696457,0.4834412932395935,71.83257918552036
15,0.21555792912840843,0.5252925157546997,69.1553544494721
16,0.14848588593304157,0.44455841183662415,72.77526395173454
17,0.1362535720691085,0.506373405456543,71.19155354449472
18,0.23465314134955406,0.46721193194389343,73.75565610859728
19,0.1484247762709856,0.4931950271129608,72.85067873303167
20,0.1317596361041069,0.4074482321739197,76.73453996983409
21,0.297826562076807,0.45603278279304504,75.03770739064856
22,0.11809219792485237,0.43567121028900146,75.56561085972851
23,0.2815950680524111,0.43189066648483276,75.67873303167421
24,0.1508702952414751,0.44411343336105347,74.01960784313725
25,0.13927773013710976,0.4329482913017273,76.31975867269985
26,0.16853118687868118,0.4027293920516968,76.58371040723982
27,0.0927876178175211,0.4431383013725281,75.82956259426848
28,0.13999854400753975,0.4532436728477478,77.60180995475113
29,0.11049416288733482,0.42772138118743896,76.28205128205128
30,0.33529138565063477,0.4362679719924927,76.8476621417798
31,0.284105883911252,0.51240074634552,73.00150829562594
32,0.17464849911630154,0.5744227766990662,71.56862745098039
33,0.1710948906838894,0.5345548987388611,72.96380090497738
34,0.09292481513693929,0.49362412095069885,74.96229260935144
35,0.1348108183592558,0.46805208921432495,73.1523378582202
36,0.0983800794929266,0.4909859597682953,72.88838612368023
37,0.11268823593854904,0.44541460275650024,73.60482654600301
38,0.10458672419190407,0.49724698066711426,74.47209653092006
39,0.11911255866289139,0.5877070426940918,72.6998491704374
40,0.0840485030785203,0.4889835715293884,77.03619909502262
41,0.11329100839793682,0.37904518842697144,80.8446455505279
42,0.07670891005545855,0.39653050899505615,76.39517345399699
43,0.09775585308670998,0.5063141584396362,76.05580693815988
44,0.09827764332294464,0.3836897611618042,78.43137254901961
45,0.08438446372747421,0.35012903809547424,78.05429864253394
46,0.19955063425004482,0.37835827469825745,79.44947209653093
47,0.10554660391062498,0.4170111119747162,74.43438914027149
48,0.1839104052633047,0.394378662109375,77.3001508295626
49,0.17477125581353903,0.3989676535129547,79.56259426847662
50,0.07721186615526676,0.4112468659877777,78.50678733031674
51,0.06985152792185545,0.4083452522754669,77.52639517345399
52,0.14147007185965776,0.39992955327033997,75.07541478129714
53,0.07280250638723373,0.4020521938800812,76.24434389140272
54,0.10862890351563692,0.3997979462146759,78.99698340874811
55,0.053921688348054886,0.408170223236084,78.5444947209653
56,0.08038356900215149,0.4209514558315277,77.94117647058823
57,0.21232688333839178,0.3576936423778534,78.16742081447964
58,0.05662202835083008,0.39534464478492737,76.88536953242836
59,0.08428270183503628,0.4535115957260132,78.31825037707391
60,0.05924129858613014,0.38318607211112976,78.50678733031674
61,0.061003110371530056,0.3863435685634613,79.22322775263952
