epoch,train_loss,valid_loss,valid_accuracy,frame_accuracy
1,1.0750865737597148,1.079721212387085,43.8546150167384,43.85461509227753
2,0.8236500024795532,0.8620683252811432,56.21712099473936,56.217122077941895
3,0.6416254043579102,0.6992652714252472,63.70157819225251,63.70157599449158
4,0.4468416968981425,0.47322340309619904,75.68149210903874,75.68148970603943
5,0.3348172108332316,0.4114404022693634,77.09230033476805,77.09230184555054
6,0.2891564915577571,0.3858649730682373,76.4466762314682,76.44667625427246
7,0.300069992740949,0.4451505094766617,77.30750836920134,77.30751037597656
8,0.21250910560290018,0.389471173286438,77.11621233859397,77.11621522903442
9,0.23240916430950165,0.3708268254995346,79.91391678622668,79.9139142036438
10,0.2522357801596324,0.2711329236626625,81.80296508847441,81.80296421051025
11,0.22581365207831064,0.34207047522068024,81.42037302725969,81.42037391662598
12,0.16872125367323557,0.3795759081840515,81.46819703491153,81.46819472312927
13,0.15678924322128296,0.32905296236276627,85.43758967001435,85.43758988380432
14,0.14398520439863205,0.2770494520664215,85.50932568149211,85.5093240737915
15,0.10552141815423965,0.41555944085121155,86.25059780009565,86.25059723854065
16,0.1015845959385236,0.29229769110679626,85.70062171209948,85.70061922073364
17,0.11636952807505925,0.2821848392486572,84.98326159732186,84.98325943946838
18,0.08682465801636378,0.32529405504465103,84.5767575322812,84.57675576210022
19,0.0867011770606041,0.3381081223487854,85.1506456241033,85.15064716339111
20,0.09921564410130183,0.26492853462696075,85.31802965088474,85.31802892684937
21,0.06780296315749486,0.2668224275112152,86.34624581539933,86.34624481201172
22,0.07258471722404163,0.25901763141155243,87.99617407938786,87.99617290496826
23,0.06765914832552274,0.30611036717891693,86.82448589191775,86.82448863983154
24,0.07849707826972008,0.32194171845912933,87.01578192252511,87.01578378677368
25,0.08773825317621231,0.3228670805692673,87.01578192252511,87.01578378677368
26,0.06979052474101384,0.2545064240694046,87.01578192252511,87.01578378677368
27,0.08254016439119975,0.35427993535995483,86.84839789574366,86.84839606285095
28,0.06211870412031809,0.22473755478858948,87.11142993782879,87.11143136024475
29,0.06203217556079229,0.2486616000533104,87.13534194165472,87.13534474372864
30,0.07468863079945247,0.27419719099998474,87.42228598756576,87.42228746414185
31,0.06837580477197965,0.3773853927850723,86.4179818268771,86.4179790019989
32,0.07375891755024593,0.28158535063266754,86.87230989956959,86.87230944633484
33,0.08033761133750279,0.2502153292298317,83.78766140602582,83.78766179084778
34,0.07717559362451236,0.29948440194129944,86.6571018651363,86.65710091590881
35,0.06376118585467339,0.30096151679754257,86.82448589191775,86.82448863983154
36,0.07663990308841069,0.33686332404613495,86.7766618842659,86.77666187286377
37,0.0578143410384655,0.2516368627548218,87.01578192252511,87.01578378677368
38,0.05207459256052971,0.2643878757953644,86.03538976566236,86.03538870811462
39,0.06583209832509358,0.29875387251377106,85.12673362027738,85.12673377990723
40,0.04791814709703127,0.21947035938501358,87.08751793400288,87.08751797676086
41,0.04944647724429766,0.33368659019470215,86.99186991869918,86.9918704032898
42,0.03603713090221087,0.35171934962272644,86.17886178861788,86.17886304855347
