50%,0.2857142857142857,0.6666666666666666,0.4,2,5,1
50%,0.07142857142857142,0.3333333333333333,0.11764705882352941,1,13,2
50%,1.0,1.0,1.0,2,0,0
50%,0.6,1.0,0.7499999999999999,3,2,0
50%,0.75,1.0,0.8571428571428571,3,1,0
50%,1.0,1.0,1.0,3,0,0
50%,0.6666666666666666,0.5,0.5714285714285715,2,1,2
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,0.8,1.0,0.888888888888889,4,1,0
50%,1.0,0.8,0.888888888888889,4,0,1
50%,0.2727272727272727,1.0,0.42857142857142855,3,8,0
50%,0.5,0.5,0.5,1,1,1
50%,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
50%,0.4444444444444444,1.0,0.6153846153846153,4,5,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
50%,1.0,1.0,1.0,2,0,0
50%,0.2,1.0,0.33333333333333337,3,12,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,2,0,0
50%,0.6,1.0,0.7499999999999999,3,2,0
50%,0.8,0.6666666666666666,0.7272727272727272,4,1,2
50%,0.0,0.0,0,0,17,3
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,4,0,0
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,1.0,1.0,1.0,3,0,0
50%,0.6666666666666666,0.8,0.7272727272727272,4,2,1
50%,1.0,1.0,1.0,3,0,0
50%,0.3333333333333333,0.5,0.4,1,2,1
50%,1.0,1.0,1.0,2,0,0
50%,0.8,1.0,0.888888888888889,4,1,0
50%,1.0,1.0,1.0,2,0,0
50%,0.23076923076923078,0.75,0.3529411764705882,3,10,1
50%,1.0,0.5,0.6666666666666666,1,0,1
50%,0.3333333333333333,0.6666666666666666,0.4444444444444444,2,4,1
50%,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2
50%,1.0,0.5,0.6666666666666666,1,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.5,0.6666666666666666,2,0,2
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.6666666666666666,0.5,0.5714285714285715,2,1,2
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.75,1.0,0.8571428571428571,3,1,0
50%,0.14285714285714285,0.5,0.22222222222222224,1,6,1
50%,1.0,0.5,0.6666666666666666,1,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.6,1.0,0.7499999999999999,3,2,0
50%,0.6,1.0,0.7499999999999999,3,2,0
50%,0.2727272727272727,1.0,0.42857142857142855,3,8,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.8,0.8,0.8000000000000002,4,1,1
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,4,0,0
50%,0.4,1.0,0.5714285714285715,2,3,0
50%,0.5,0.75,0.6,3,3,1
50%,0.75,0.75,0.75,3,1,1
50%,0.6,1.0,0.7499999999999999,3,2,0
50%,0.6,0.75,0.6666666666666665,3,2,1
50%,1.0,1.0,1.0,3,0,0
50%,0.3333333333333333,0.6,0.42857142857142855,3,6,2
50%,0.8,1.0,0.888888888888889,4,1,0
50%,1.0,1.0,1.0,3,0,0
50%,0.14285714285714285,0.75,0.24,3,18,1
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.6,1.0,0.7499999999999999,3,2,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,1.0,1.0,1.0,3,0,0
50%,0.5,1.0,0.6666666666666666,2,2,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,2,0,0
50%,0.75,1.0,0.8571428571428571,3,1,0
50%,0.06666666666666667,1.0,0.125,1,14,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,5,0,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.8,0.888888888888889,4,0,1
50%,1.0,0.8,0.888888888888889,4,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,5,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.5,1.0,0.6666666666666666,2,2,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.6,1.0,0.7499999999999999,3,2,0
50%,1.0,1.0,1.0,2,0,0
50%,0.16666666666666666,0.5,0.25,1,5,1
50%,1.0,1.0,1.0,2,0,0
50%,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.5,1.0,0.6666666666666666,2,2,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.3333333333333333,0.8,0.47058823529411764,4,8,1
50%,1.0,0.8,0.888888888888889,4,0,1
50%,1.0,1.0,1.0,2,0,0
50%,0.4,0.6666666666666666,0.5,2,3,1
50%,0.2857142857142857,0.5,0.36363636363636365,2,5,2
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,0.8,0.888888888888889,4,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.75,1.0,0.8571428571428571,3,1,0
50%,1.0,0.5,0.6666666666666666,1,0,1
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,0.5,0.6666666666666666,0.5714285714285715,2,2,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.75,0.6,0.6666666666666665,3,1,2
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.42857142857142855,1.0,0.6,3,4,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.6,1.0,0.7499999999999999,3,2,0
50%,0.2,0.6666666666666666,0.30769230769230765,2,8,1
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,0.5,0.8,0.6153846153846154,4,4,1
50%,0.125,0.25,0.16666666666666666,1,7,3
50%,0.6666666666666666,1.0,0.8,4,2,0
50%,1.0,0.8,0.888888888888889,4,0,1
50%,1.0,1.0,1.0,3,0,0
50%,0.3333333333333333,0.5,0.4,1,2,1
50%,1.0,1.0,1.0,4,0,0
50%,0.16666666666666666,1.0,0.2857142857142857,1,5,0
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.5,1.0,0.6666666666666666,1,1,0
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.5,0.6666666666666666,0.5714285714285715,2,2,1
50%,1.0,1.0,1.0,4,0,0
50%,0.2222222222222222,0.6666666666666666,0.3333333333333333,2,7,1
50%,0.8333333333333334,1.0,0.9090909090909091,5,1,0
50%,0.4444444444444444,0.8,0.5714285714285714,4,5,1
50%,0.8,0.8,0.8000000000000002,4,1,1
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,3,0,0
50%,0.6666666666666666,1.0,0.8,4,2,0
50%,1.0,1.0,1.0,5,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.125,0.2,0.15384615384615385,1,7,4
50%,0.25,0.5,0.3333333333333333,1,3,1
50%,0.5,0.6666666666666666,0.5714285714285715,2,2,1
50%,1.0,1.0,1.0,3,0,0
50%,0.6,0.6,0.6,3,2,2
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.75,0.75,0.75,3,1,1
50%,0.75,0.75,0.75,3,1,1
50%,1.0,1.0,1.0,2,0,0
50%,0.5,0.6666666666666666,0.5714285714285715,2,2,1
50%,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
50%,0.8,1.0,0.888888888888889,4,1,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
50%,0.5,0.5,0.5,1,1,1
50%,0.5,0.5,0.5,1,1,1
50%,1.0,0.5,0.6666666666666666,1,0,1
50%,0.5,1.0,0.6666666666666666,2,2,0
50%,0.8,1.0,0.888888888888889,4,1,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.8,0.888888888888889,4,0,1
50%,1.0,0.5,0.6666666666666666,1,0,1
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,0.5,0.6666666666666666,1,0,1
50%,0.1111111111111111,0.5,0.1818181818181818,2,16,2
50%,1.0,1.0,1.0,2,0,0
50%,0.0,0.0,0,0,11,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.16666666666666666,0.75,0.27272727272727276,3,15,1
50%,0.2857142857142857,0.6666666666666666,0.4,2,5,1
50%,1.0,0.8,0.888888888888889,4,0,1
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,0.07142857142857142,0.5,0.125,1,13,1
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.75,0.75,0.75,3,1,1
50%,1.0,1.0,1.0,2,0,0
50%,0.8,1.0,0.888888888888889,4,1,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.5,0.6,0.5454545454545454,3,3,2
50%,0.14285714285714285,0.3333333333333333,0.2,1,6,2
50%,0.5,1.0,0.6666666666666666,1,1,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.5,0.6666666666666666,1,0,1
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,1,0,0
50%,1.0,0.5,0.6666666666666666,1,0,1
50%,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
50%,0.5,1.0,0.6666666666666666,4,4,0
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,0.6,1.0,0.7499999999999999,3,2,0
50%,0.75,0.75,0.75,3,1,1
50%,0.8,0.8,0.8000000000000002,4,1,1
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,3,0,0
50%,0.4,1.0,0.5714285714285715,4,6,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
50%,1.0,1.0,1.0,2,0,0
50%,0.625,0.8333333333333334,0.7142857142857143,5,3,1
50%,1.0,1.0,1.0,3,0,0
50%,0.7142857142857143,1.0,0.8333333333333333,5,2,0
50%,1.0,0.5,0.6666666666666666,1,0,1
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.2727272727272727,0.75,0.39999999999999997,3,8,1
50%,1.0,0.8,0.888888888888889,4,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.5,1.0,0.6666666666666666,4,4,0
50%,1.0,1.0,1.0,3,0,0
50%,0.6666666666666666,1.0,0.8,4,2,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,2,0,0
50%,0.3333333333333333,0.6,0.42857142857142855,3,6,2
50%,1.0,0.8,0.888888888888889,4,0,1
50%,0.5,0.6666666666666666,0.5714285714285715,2,2,1
50%,0.6666666666666666,1.0,0.8,4,2,0
50%,1.0,1.0,1.0,2,0,0
50%,0.5,1.0,0.6666666666666666,2,2,0
50%,1.0,0.75,0.8571428571428571,3,0,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.5,0.6666666666666666,0.5714285714285715,4,4,2
50%,0.6,1.0,0.7499999999999999,3,2,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.3333333333333333,0.6,0.42857142857142855,3,6,2
50%,0.5714285714285714,1.0,0.7272727272727273,4,3,0
50%,1.0,1.0,1.0,5,0,0
50%,0.6666666666666666,0.8,0.7272727272727272,4,2,1
50%,0.8,0.8,0.8000000000000002,4,1,1
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,3,0,0
50%,0.375,0.75,0.5,3,5,1
50%,0.7142857142857143,1.0,0.8333333333333333,5,2,0
50%,0.14285714285714285,0.3333333333333333,0.2,1,6,2
50%,1.0,1.0,1.0,5,0,0
50%,0.23076923076923078,0.6,0.33333333333333337,3,10,2
50%,0.3333333333333333,0.5,0.4,1,2,1
50%,1.0,1.0,1.0,3,0,0
50%,0.5,1.0,0.6666666666666666,4,4,0
50%,0.2222222222222222,1.0,0.3636363636363636,2,7,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,0.6666666666666666,0.8,2,0,1
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,4,0,0
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,4,0,0
50%,0.5,1.0,0.6666666666666666,3,3,0
50%,0.6666666666666666,0.8,0.7272727272727272,4,2,1
50%,1.0,1.0,1.0,2,0,0
50%,1.0,1.0,1.0,3,0,0
