epoch,train_loss,valid_loss,valid_accuracy
1,0.9893303298287921,0.7232808570067087,74.2602495543672
2,0.5785055864188406,0.5014103452364603,81.89542483660131
3,0.38526227407985264,0.3653632551431656,88.09269162210339
4,0.30563588192065555,0.345671812693278,88.23529411764706
5,0.275679014209244,0.3183329328894615,88.48484848484848
6,0.25203406314055127,0.3274371276299159,89.52465834818776
7,0.2413926124572754,0.3289292057355245,89.72073677956031
8,0.22717230642835298,0.26679010689258575,90.42780748663101
9,0.21714418795373705,0.3102200801173846,90.11289364230541
10,0.20634303780065644,0.2546175296107928,91.37254901960785
11,0.20051942765712738,0.26575523614883423,90.4931669637552
12,0.19575862172577116,0.27010465661684674,91.04575163398692
13,0.18736446897188822,0.29684387892484665,90.38027332144979
14,0.18672296073701647,0.27684924751520157,90.86749851455734
15,0.1812022173156341,0.25447971870501834,91.21212121212122
16,0.17375683846573034,0.2326517477631569,91.99643493761141
17,0.16642126958403322,0.24281466752290726,91.43196672608437
18,0.16965516325500277,0.24284066508213678,91.60427807486631
19,0.15807470803459486,0.2297967200477918,91.71717171717172
20,0.15717286720044082,0.23509239157040915,92.31729055258467
21,0.15506744074324766,0.24479677776495615,92.02020202020202
22,0.155986822106772,0.22532305121421814,92.03802733214498
23,0.14493872183892462,0.29418614755074185,91.7052881758764
24,0.14999349249733818,0.2550905868411064,91.65775401069519
25,0.15381097628010643,0.22886868317921957,91.93701723113487
26,0.15974706721802553,0.23439976572990417,91.7825311942959
27,0.1415718531029092,0.23093443736433983,91.85383244206774
28,0.14350440001322162,0.2659362678726514,91.81818181818181
29,0.14264032617211342,0.30745839575926465,91.7944147355912
30,0.1395710599091318,0.2523350616296132,92.23410576351753
31,0.14402656795250046,0.2978992611169815,92.22222222222223
32,0.1323275315678782,0.26907061288754147,92.01426024955437
33,0.1398055348545313,0.251207855840524,91.76470588235294
34,0.13522394394709003,0.25152864803870517,91.71122994652407
35,0.13262403570115566,0.29004717866579693,92.16874628639334
36,0.12794296857383516,0.25086504717667896,91.9845513963161
37,0.13512645227213702,0.2899434044957161,92.44206773618538
38,0.12569563815163243,0.2274668738245964,92.28163992869875
39,0.13111801093651188,0.2659771541754405,92.12715389185978
40,0.1258554384112358,0.23913378020127615,92.62032085561498
41,0.12836089316341612,0.22133159885803858,92.48960190136661
42,0.12089986188544168,0.2564678614338239,91.80035650623886
43,0.13819571336110434,0.2384019816915194,92.09744503862152
44,0.12446063653462464,0.32901745786269504,92.5787284610814
45,0.12127544441156918,0.24304418514172235,92.38859180035651
46,0.11998593062162399,0.21119930843512216,92.31729055258467
47,0.12081653541988796,0.22450978557268778,92.73321449792039
48,0.1189278486288256,0.24899235367774963,92.48366013071896
49,0.1183791837344567,0.2750701755285263,92.06773618538324
50,0.11791728105809954,0.26144300649563473,92.25787284610814
51,0.11842914360264938,0.2242006982366244,92.66191325014854
52,0.12135531546341048,0.21705243488152823,92.84016636957813
53,0.11857091966602537,0.20871115227540335,92.63220439691028
54,0.11367479359938039,0.2055546740690867,92.92929292929293
55,0.10963179460830158,0.1982980544368426,93.21449792038027
56,0.11701674635211627,0.22166584928830466,92.04991087344028
57,0.1182084543009599,0.24232043325901031,92.31729055258467
58,0.11667331370214622,0.21851738542318344,92.72133095662507
59,0.11276177648040983,0.21039535229404768,92.84016636957813
60,0.11382793117728499,0.21800373494625092,92.65002970885324
61,0.11664312519133091,0.23317687461773554,92.50148544266192
62,0.11621415552993615,0.22855366518100104,93.00059417706477
63,0.11183408440815078,0.25272849202156067,92.7688651218063
64,0.10882377086414231,0.21965515861908594,92.58467023172905
65,0.11680018819040722,0.32016045848528546,92.21033868092691
66,0.1091281125942866,0.2134086787700653,92.91146761734997
67,0.10383620154526499,0.2832273418704669,92.90552584670232
68,0.10501268402569824,0.2005451942483584,92.92929292929293
69,0.1024519151283635,0.2202716792623202,92.49554367201426
70,0.10179001082562739,0.2169220931828022,92.75103980986334
71,0.10657908084491889,0.2386650343736013,92.97682709447416
72,0.10666464103592767,0.2165791392326355,92.93523469994058
73,0.10286150293217765,0.24044323215881983,92.40641711229947
74,0.10233989647693104,0.22663344194491705,93.2501485442662
75,0.09900656176937951,0.2097529744108518,92.8579916815211
76,0.10332604021661812,0.23243141919374466,92.53713606654783
77,0.10306078982022074,0.2768958956003189,91.82412358882947
78,0.11320250212318367,0.20532150318225226,92.7688651218063
79,0.1032461201151212,0.24332616478204727,92.89958407605467
80,0.1074243469370736,0.26283633212248486,92.68568033273915
81,0.10157899889681074,0.22774240374565125,92.60249554367202
82,0.10059995949268341,0.2660711333155632,91.93701723113487
83,0.10120339981383747,0.20527439812819162,92.96494355317884
84,0.09612429680095778,0.2351542909940084,92.52525252525253
85,0.10048957024183539,0.21506608525911966,93.02436125965538
86,0.09953030509253342,0.2101644091308117,93.06001188354129
87,0.0963089286039273,0.23435900608698526,92.99465240641712
88,0.09754972925616635,0.21006154641509056,93.04812834224599
89,0.09550982216993968,0.20275852953394255,93.1610219845514
90,0.0967968280116717,0.2521466165781021,92.65597147950089
91,0.09677747181720203,0.20285240933299065,92.97682709447416
92,0.09778332793050343,0.21545474727948508,93.19667260843731
93,0.1008699813650714,0.23070025692383447,92.28163992869875
94,0.10104218208127552,0.23965847243865332,92.97682709447416
