class,precision,recall,f1-score,support
standing,0.5097087378640777,0.43568464730290457,0.4697986577181208,723.0
sitting,0.5592105263157895,0.6640625,0.6071428571428571,640.0
walking,0.801571350264937,0.8978714695047073,0.8469929529877401,4886.0
no_activity,0.8925256472887152,0.8152610441767069,0.8521455223880597,6723.0
no_presence,0.9513698630136986,0.9448979591836735,0.948122866894198,2940.0
accuracy,0.8412518853695324,,,15912
macro avg,0.7428772249494436,0.7515555240335984,0.7448405714261951,15912.0
weighted avg,0.8446687465871431,0.8412518853695324,0.8410695702666916,15912.0
