class,precision,recall,f1-score,support
standing,0.31719745222929935,0.48919449901768175,0.3848531684698609,509.0
sitting,0.3669527896995708,0.3958333333333333,0.38084632516703787,432.0
walking,0.6247328244274809,0.5763380281690141,0.5995604395604396,3550.0
no_activity,0.7654890449732676,0.7481557377049181,0.7567231462770092,9760.0
no_presence,0.6540335679480238,0.7272727272727273,0.6887115165336374,1661.0
accuracy,0.6897938662644545,,,15912
macro avg,0.5456811358555285,0.5873588650995349,0.562138919201597,15912.0
weighted avg,0.6972914448437182,0.6897938662644545,0.6924599781478671,15912.0
