epoch,train_loss,valid_loss,valid_accuracy
1,0.7048069632053375,0.4396077479634966,80.75490196078431
2,0.36547620117664337,0.3010646935020174,85.7843137254902
3,0.2839693808555603,0.23942012872014726,88.1421568627451
4,0.2285491144657135,0.2080988170845168,88.18137254901961
5,0.20641137421131134,0.21800360190016882,88.87745098039215
6,0.17290047883987428,0.2073392452938216,90.50490196078431
7,0.1578672593832016,0.15183329901524953,90.93137254901961
8,0.15209715962409973,0.18767961859703064,90.38725490196079
9,0.14337829530239105,0.1585197565811021,91.0343137254902
10,0.13142033010721207,0.16461522451468877,90.69117647058823
11,0.15594494968652725,0.1957222159419741,89.4656862745098
12,0.15465514600276947,0.1827203929424286,89.6470588235294
13,0.14199364185333252,0.14903340382235392,90.95588235294117
14,0.13843187510967256,0.16046686151197978,91.27941176470588
15,0.1414451342821121,0.1525626459292003,90.73039215686275
16,0.12270736992359162,0.13658361349787032,91.40686274509804
17,0.11076676398515702,0.15332354392324174,91.49019607843137
18,0.1060919177532196,0.12989755400589534,91.5343137254902
19,0.10320935100317001,0.14307718191828048,91.88725490196079
20,0.09341026961803436,0.12153547257184982,92.41666666666667
21,0.0999419242143631,0.12851725731577193,92.23529411764706
22,0.09332126066088677,0.1271788025540965,91.84803921568627
23,0.08748805433511735,0.11632841293300901,92.57843137254902
24,0.0805125369131565,0.13286894027675902,92.01960784313725
25,0.0790351614356041,0.12405426534158843,92.23039215686275
26,0.07865868002176285,0.12875978169696672,92.70588235294117
27,0.07388060346245766,0.11836755914347512,92.43137254901961
28,0.07141872808337212,0.11819285792963845,93.2843137254902
29,0.0741296336054802,0.11807822223220553,92.73039215686275
30,0.07426663115620613,0.114048568797963,92.88235294117646
31,0.08727979302406311,0.1359760250364031,91.20098039215686
32,0.10213236689567566,0.13821902445384435,92.05882352941177
33,0.1007565888762474,0.15100763312407903,91.6470588235294
34,0.09780828088521958,0.12829017213412694,91.57843137254902
35,0.08991349428892136,0.1447747711624418,91.95098039215686
36,0.08735026881098747,0.11027175773467336,91.87254901960785
37,0.08379203319549561,0.12961399023021972,91.45588235294117
38,0.08389346212148667,0.13111706503799983,92.47549019607843
39,0.08495083332061767,0.11761341989040375,92.17156862745098
40,0.0738830529153347,0.14973975185837066,91.6470588235294
41,0.07525465995073319,0.11789360216685704,91.91666666666667
42,0.07581038638949394,0.10845456751329559,92.43137254901961
43,0.0749095383286476,0.12839881969349726,91.76470588235294
44,0.08256138727068901,0.14744522316115244,92.6029411764706
45,0.06745483547449112,0.1489843800663948,92.95098039215686
46,0.06214658424258232,0.12358046748808452,93.05882352941177
47,0.06599368378520012,0.11175842902490071,92.86764705882354
48,0.06596064195036888,0.12736497819423676,92.79901960784314
49,0.06269751086831094,0.12729855201074056,93.25490196078431
50,0.060943154990673064,0.11042414179870061,92.88725490196079
51,0.058027448803186416,0.10319231078028679,93.43137254901961
52,0.05561586767435074,0.10610183009079524,92.96078431372548
53,0.05786377146840096,0.11567606404423714,93.40686274509804
54,0.054523161202669146,0.10877028959138053,93.34803921568627
55,0.05079587399959564,0.11119013918297631,93.34803921568627
56,0.05472009420394897,0.11302512671266284,93.49019607843137
57,0.04942013502120972,0.10733843222260475,93.45098039215686
58,0.05603086397051811,0.10214097159249443,93.51470588235294
59,0.05346580341458321,0.1161557702081544,93.07843137254902
60,0.051559896767139436,0.13824992839779174,93.1421568627451
61,0.05262265548110008,0.13171552334512984,93.15686274509804
62,0.05244079098105431,0.10582737039242472,93.45098039215686
63,0.05524159520864487,0.10811035920466695,93.42647058823529
64,0.05206665366888046,0.11542713535683495,93.33333333333333
65,0.04719254702329636,0.1366494633257389,93.23529411764706
66,0.047478398829698565,0.12544358894228935,93.08333333333333
67,0.053360581248998645,0.11265610105225018,93.19117647058823
68,0.047694042921066285,0.1202241416488375,92.91666666666667
69,0.05320003569126129,0.11608168908527919,93.38235294117646
70,0.049402174949645994,0.10379806427018982,93.44607843137256
71,0.05563596427440643,0.1155335573213441,92.61764705882354
72,0.06659896925091743,0.1313333660364151,92.97058823529412
73,0.06795655578374862,0.13369014646325791,92.02941176470588
74,0.07524765625596047,0.10708010196685791,92.36764705882354
75,0.07844927549362182,0.1274601582969938,91.48039215686275
76,0.0745226265490055,0.10513715765305928,93.1470588235294
77,0.060084848254919054,0.11438040382095746,92.81862745098039
78,0.05885552197694779,0.09897186979651451,93.1078431372549
79,0.05892151817679405,0.10632542999727386,93.1421568627451
80,0.06446584686636925,0.10813860861318451,92.37254901960785
81,0.06880112513899803,0.10592031266008105,92.50980392156863
82,0.06192365661263466,0.1152634471654892,92.17156862745098
83,0.06001144468784332,0.1321697852441243,92.75
84,0.05548101618885994,0.11949437430926732,93.25
85,0.04978308066725731,0.1274199943457331,93.1470588235294
86,0.06109722971916199,0.10688723623752594,92.74509803921569
87,0.05717079564929008,0.0967751108109951,93.26960784313725
88,0.05378273233771324,0.11218438776476043,92.8529411764706
