frame,person_detected,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,True,963.7513427734375,143.4600830078125,0.9712767004966736,969.3609619140625,138.42153930664062,0.9439365267753601,959.0132446289062,138.06146240234375,0.9304330945014954,979.251708984375,141.4900665283203,0.7990881204605103,951.6337890625,140.80589294433594,0.7080434560775757,992.4290771484375,172.5615692138672,0.9971619844436646,939.3154907226562,171.31573486328125,0.9966664910316467,1003.297119140625,211.09286499023438,0.9744383096694946,926.0321044921875,209.3162841796875,0.965559184551239,995.2728881835938,241.91372680664062,0.9463460445404053,930.66943359375,241.08895874023438,0.9319014549255371,980.5848999023438,244.9007568359375,0.9958016276359558,944.7265625,244.1246337890625,0.9954000115394592,990.227294921875,279.1710205078125,0.985752522945404,937.96142578125,278.3341369628906,0.9843204021453857,994.665283203125,328.18841552734375,0.9589316844940186,938.818359375,327.7471923828125,0.955711305141449
1,True,964.0057983398438,142.90899658203125,0.9730660915374756,969.5916137695312,137.84320068359375,0.9461356401443481,959.2186279296875,137.50225830078125,0.9344354271888733,979.3892822265625,140.92962646484375,0.8020280003547668,951.8570556640625,140.2841339111328,0.7197758555412292,992.36279296875,172.2898406982422,0.9973856806755066,939.8037109375,170.681884765625,0.9969848990440369,1003.088134765625,210.98666381835938,0.9763367176055908,926.4904174804688,208.29290771484375,0.9691118597984314,995.8475341796875,242.00112915039062,0.9503594636917114,931.7115478515625,240.5728759765625,0.9383987188339233,980.4479370117188,245.45587158203125,0.9961318969726562,945.0072021484375,244.49327087402344,0.9958003163337708,989.4266357421875,279.67535400390625,0.9864198565483093,937.8663330078125,278.52783203125,0.9851817488670349,994.73583984375,329.1710510253906,0.9594963788986206,939.9361572265625,328.32257080078125,0.956590473651886
2,True,964.0069580078125,142.84823608398438,0.9729310870170593,969.5889892578125,137.76333618164062,0.9459549188613892,959.193603515625,137.4141845703125,0.9341473579406738,979.3145141601562,140.83883666992188,0.8014299869537354,951.757080078125,140.17221069335938,0.7195732593536377,992.22705078125,172.16757202148438,0.9973918199539185,939.6549072265625,170.650634765625,0.9969611763954163,1003.0764770507812,210.86691284179688,0.976621687412262,926.390380859375,208.40565490722656,0.9689203500747681,996.1903076171875,241.88978576660156,0.9509062767028809,931.6859130859375,240.3852081298828,0.938247561454773,980.3494262695312,244.9267578125,0.9961417317390442,944.896240234375,244.04620361328125,0.9957855343818665,989.677734375,279.01953125,0.9865083694458008,938.0048217773438,277.99078369140625,0.9851834774017334,995.0543212890625,328.7315673828125,0.9597371220588684,940.018310546875,328.0385437011719,0.9566502571105957
3,True,963.9156494140625,142.7443389892578,0.9731441736221313,969.5186767578125,137.6562957763672,0.9467284679412842,959.1201171875,137.31829833984375,0.9340735077857971,979.3138427734375,140.71554565429688,0.8043683767318726,951.7513427734375,140.08370971679688,0.7167646288871765,992.2391357421875,172.08868408203125,0.9974104762077332,939.7012939453125,170.62698364257812,0.9969491362571716,1003.06201171875,210.88967895507812,0.9767118692398071,926.447021484375,208.37005615234375,0.9684436917304993,996.0548095703125,242.03933715820312,0.9509685635566711,931.3626708984375,240.1947021484375,0.9374843239784241,980.2442626953125,245.26016235351562,0.9961495399475098,944.8123168945312,244.3978729248047,0.995770275592804,989.6722412109375,279.66229248046875,0.9865299463272095,938.1809692382812,278.669189453125,0.9851199984550476,995.0321044921875,328.9490966796875,0.9598209857940674,940.1134643554688,328.2933044433594,0.9565597176551819
4,True,963.872314453125,142.78378295898438,0.973205029964447,969.49169921875,137.69293212890625,0.9469186067581177,959.0802612304688,137.3513946533203,0.9341446757316589,979.3194580078125,140.73263549804688,0.8050798773765564,951.7197265625,140.0895233154297,0.7165530323982239,992.2479858398438,172.07308959960938,0.9974167346954346,939.6680908203125,170.6201171875,0.9969537258148193,1003.0859375,210.85446166992188,0.9767146110534668,926.4210205078125,208.38555908203125,0.9683988690376282,996.0701904296875,242.00155639648438,0.9509504437446594,931.328857421875,240.27557373046875,0.9373847246170044,980.2679443359375,245.188720703125,0.9961605072021484,944.8162841796875,244.33294677734375,0.9957807064056396,989.6299438476562,279.78466796875,0.9865779876708984,938.2203369140625,278.7952880859375,0.9851658940315247,995.0403442382812,328.8543701171875,0.9599753022193909,940.2791748046875,328.2056884765625,0.9567115902900696
5,True,963.8555908203125,142.77552795410156,0.9732523560523987,969.484619140625,137.6802215576172,0.9468755125999451,959.0621337890625,137.33474731445312,0.9343899488449097,979.3336181640625,140.73812866210938,0.8045325875282288,951.7115478515625,140.0836181640625,0.7172862887382507,992.2282104492188,172.13763427734375,0.9974032044410706,939.674072265625,170.63674926757812,0.9969573020935059,1002.99072265625,210.98251342773438,0.9764944911003113,926.4110107421875,208.42068481445312,0.9684630632400513,996.058349609375,242.06199645996094,0.9505802392959595,931.3635864257812,240.28143310546875,0.9374397993087769,980.194580078125,245.25436401367188,0.996134877204895,944.7532958984375,244.37562561035156,0.99576735496521,989.664794921875,279.6590576171875,0.9865168333053589,938.193115234375,278.6417541503906,0.9851607084274292,995.043701171875,328.85174560546875,0.9599011540412903,940.162353515625,328.1728515625,0.9567584991455078
6,True,963.855712890625,142.77761840820312,0.9731817841529846,969.491943359375,137.67942810058594,0.9468469023704529,959.058837890625,137.3329620361328,0.9342206120491028,979.34912109375,140.74562072753906,0.8045456409454346,951.70458984375,140.08926391601562,0.7165418267250061,992.22998046875,172.1439208984375,0.9973873496055603,939.6813354492188,170.65277099609375,0.9969323873519897,1002.966796875,210.99302673339844,0.9763592481613159,926.4281616210938,208.45285034179688,0.9681702852249146,996.056396484375,242.06253051757812,0.9503054022789001,931.3663330078125,240.28472900390625,0.9369369149208069,980.2201538085938,245.21054077148438,0.996100902557373,944.77685546875,244.3375244140625,0.9957257509231567,989.7456665039062,279.37811279296875,0.9864554405212402,938.1981811523438,278.3674621582031,0.9850775599479675,995.1377563476562,328.72967529296875,0.959865152835846,940.1339721679688,328.05535888671875,0.9566869139671326
7,True,963.8655395507812,142.78138732910156,0.9731691479682922,969.4998779296875,137.67984008789062,0.9467082023620605,959.0660400390625,137.33401489257812,0.9343271851539612,979.3438110351562,140.7464141845703,0.8038843274116516,951.6945190429688,140.09156799316406,0.7173534035682678,992.236328125,172.14712524414062,0.9973860383033752,939.6307373046875,170.6425323486328,0.9969424605369568,1002.9931640625,211.035400390625,0.9763323068618774,926.3223266601562,208.42971801757812,0.9683309197425842,995.978271484375,242.07135009765625,0.9502924680709839,931.2755126953125,240.15106201171875,0.937207818031311,980.2139892578125,245.16049194335938,0.9961082339286804,944.7420043945312,244.28260803222656,0.995741605758667,989.72607421875,279.0022277832031,0.986534595489502,938.127197265625,277.98828125,0.9851939082145691,995.126220703125,328.645751953125,0.960176944732666,940.1478271484375,327.97662353515625,0.9570792317390442
8,True,963.8734130859375,142.76446533203125,0.9730860590934753,969.5067138671875,137.6593017578125,0.9465631246566772,959.0685424804688,137.3170623779297,0.9341400265693665,979.354248046875,140.7356414794922,0.8035351634025574,951.69580078125,140.09019470214844,0.7168724536895752,992.2449951171875,172.15676879882812,0.997379720211029,939.6564331054688,170.66543579101562,0.9969340562820435,1002.9959716796875,211.02159118652344,0.976301372051239,926.3468017578125,208.42849731445312,0.9682736992835999,996.0599365234375,242.03709411621094,0.9502577185630798,931.2819213867188,240.09567260742188,0.9371434450149536,980.2494506835938,245.1705780029297,0.9961087107658386,944.7844848632812,244.30181884765625,0.9957412481307983,989.820556640625,278.9295654296875,0.9865725040435791,938.1930541992188,277.9254150390625,0.985233724117279,995.238525390625,328.56976318359375,0.9603521823883057,940.1800537109375,327.9109802246094,0.9572646617889404
9,True,963.869140625,142.76844787597656,0.9731265902519226,969.5010986328125,137.6671600341797,0.9467474222183228,959.0685424804688,137.3212432861328,0.934179961681366,979.3497314453125,140.7330780029297,0.8041601777076721,951.7029418945312,140.0799560546875,0.7165903449058533,992.2608642578125,172.13255310058594,0.9973773956298828,939.656005859375,170.63031005859375,0.9969229102134705,1003.0462646484375,210.99513244628906,0.9762980937957764,926.3362426757812,208.4066162109375,0.96812504529953,996.090576171875,242.0013427734375,0.9501964449882507,931.23779296875,240.16043090820312,0.9368584156036377,980.2601318359375,245.10365295410156,0.9960795044898987,944.7885131835938,244.23001098632812,0.995703399181366,989.8507080078125,278.91033935546875,0.9864165782928467,938.2244873046875,277.896240234375,0.9850400686264038,995.2572021484375,328.5193176269531,0.9598367810249329,940.2156982421875,327.83966064453125,0.9566654562950134
