frame,person_detected,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,True,958.0717163085938,97.41254425048828,0.9644824266433716,963.229736328125,92.21636962890625,0.9319121241569519,952.9761962890625,92.57141876220703,0.9197730422019958,973.2167358398438,96.08411407470703,0.7743004560470581,945.9596557617188,96.96649169921875,0.705377459526062,985.2646484375,128.88084411621094,0.9951663017272949,936.1997680664062,129.8254852294922,0.9945532083511353,991.37744140625,167.34352111816406,0.9420890808105469,928.1513671875,168.52093505859375,0.9291788339614868,975.0089721679688,199.97064208984375,0.8861626386642456,945.282958984375,197.99899291992188,0.8680661916732788,974.0406494140625,209.65731811523438,0.9929087162017822,941.9057006835938,209.87965393066406,0.9925398230552673,971.2373046875,270.2250671386719,0.9792580008506775,939.8134765625,271.0481262207031,0.977963924407959,964.6654052734375,327.57080078125,0.9479190707206726,941.682861328125,329.3868408203125,0.9452014565467834
1,True,958.5639038085938,98.03457641601562,0.9663918614387512,963.6341552734375,92.7147216796875,0.9317443370819092,953.2611694335938,93.18771362304688,0.9264340996742249,973.502685546875,96.33061218261719,0.7649558186531067,945.9296875,97.50062561035156,0.7288995981216431,985.49609375,129.01368713378906,0.9953286647796631,936.3399658203125,129.93411254882812,0.9952085614204407,991.589111328125,166.80638122558594,0.9435352683067322,927.3243408203125,167.21044921875,0.940985381603241,974.8675537109375,198.46768188476562,0.8913449645042419,944.6370849609375,195.00965881347656,0.8873404860496521,974.2230834960938,209.06527709960938,0.9931821227073669,942.1093139648438,209.3059844970703,0.9931685924530029,971.5953369140625,269.7073059082031,0.9787509441375732,940.7455444335938,270.51043701171875,0.978592574596405,964.170654296875,327.35003662109375,0.9442129731178284,942.70947265625,329.2647705078125,0.9434531331062317
2,True,958.8389282226562,98.18661499023438,0.9660577774047852,963.85986328125,92.8699951171875,0.9304236173629761,953.508544921875,93.34078979492188,0.9268411993980408,973.5126953125,96.42611694335938,0.7595707178115845,946.033203125,97.59315490722656,0.7333677411079407,985.331787109375,128.99929809570312,0.9952556490898132,936.31689453125,129.96307373046875,0.9951980710029602,991.4259033203125,166.84857177734375,0.942632794380188,927.3330688476562,167.403564453125,0.9412900805473328,974.98681640625,198.73709106445312,0.8898854851722717,944.5245361328125,195.41705322265625,0.8874351978302002,974.0055541992188,208.83636474609375,0.9931129813194275,941.9677734375,209.1163787841797,0.9931411147117615,971.6641845703125,269.4759826660156,0.978594958782196,940.650634765625,270.33428955078125,0.9785740971565247,964.3112182617188,327.1479797363281,0.9440473318099976,942.4039306640625,329.1383972167969,0.9435250759124756
3,True,958.495361328125,97.65827178955078,0.9652292728424072,963.5599365234375,92.3548583984375,0.9291897416114807,953.2928466796875,92.79313659667969,0.9242387413978577,973.4515380859375,96.11006927490234,0.759975016117096,946.1549072265625,97.16162109375,0.7253543734550476,985.276611328125,128.98619079589844,0.995111882686615,936.475830078125,129.81210327148438,0.9950498938560486,991.0980224609375,166.97776794433594,0.9411032199859619,927.5136108398438,167.39678955078125,0.9398560523986816,975.1983642578125,198.89959716796875,0.8874188661575317,945.5436401367188,195.32342529296875,0.885175883769989,973.948974609375,208.91656494140625,0.9929172992706299,942.0513916015625,209.1390380859375,0.9929563999176025,971.4044189453125,270.0589599609375,0.9780162572860718,940.5917358398438,270.8809509277344,0.9780475497245789,964.0523681640625,328.08709716796875,0.9425948858261108,942.27392578125,330.07952880859375,0.9421800971031189
4,True,958.127197265625,97.71519470214844,0.9649753570556641,963.2462768554688,92.4297866821289,0.9311398267745972,953.022705078125,92.86642456054688,0.9211258292198181,973.4183349609375,96.20455169677734,0.7710255980491638,946.16357421875,97.26087951660156,0.7105064988136292,985.4129638671875,129.0494842529297,0.9951525926589966,936.6260375976562,129.9542236328125,0.9948042035102844,990.7623291015625,167.0137939453125,0.9425793290138245,927.5887451171875,167.57415771484375,0.9355583190917969,974.4154052734375,199.00759887695312,0.8888538479804993,945.3718872070312,195.40956115722656,0.8789640665054321,974.13037109375,208.94509887695312,0.9928064346313477,942.1627807617188,209.15390014648438,0.9926403164863586,971.6773681640625,269.94573974609375,0.9777376651763916,940.2658081054688,270.77288818359375,0.9770740866661072,964.2962646484375,327.5699462890625,0.9419665932655334,941.4292602539062,329.53289794921875,0.9402990341186523
5,True,956.9104614257812,96.56834411621094,0.9601394534111023,962.3963623046875,91.40023040771484,0.9272863864898682,951.8252563476562,91.3363265991211,0.9112060070037842,972.732421875,95.26654052734375,0.7416592836380005,944.0333251953125,95.08592224121094,0.6549711227416992,983.578857421875,129.16465759277344,0.9918299317359924,935.0095825195312,128.11744689941406,0.9901943802833557,987.7293701171875,170.0625457763672,0.9325957298278809,927.1724853515625,167.45819091796875,0.911880373954773,973.9874267578125,198.89776611328125,0.8891652226448059,945.6373901367188,193.84521484375,0.8670390248298645,973.30810546875,208.47312927246094,0.9905807375907898,941.6654052734375,207.60305786132812,0.9897868633270264,968.3714599609375,269.1965637207031,0.9819691777229309,942.2759399414062,268.5840148925781,0.9803870320320129,963.013671875,325.662353515625,0.9565423130989075,944.2494506835938,325.0273132324219,0.9536042809486389
6,True,956.7728271484375,96.65985107421875,0.9599003791809082,962.2044677734375,91.52684783935547,0.925670862197876,951.785888671875,91.48699951171875,0.9115235209465027,972.5967407226562,95.35093688964844,0.7365701794624329,944.2088623046875,95.19468688964844,0.6582766175270081,983.5302734375,129.0573272705078,0.9916975498199463,935.1707763671875,127.93336486816406,0.9904435276985168,987.748779296875,169.58779907226562,0.930880069732666,927.025390625,166.61453247070312,0.9157624244689941,974.6591796875,198.66513061523438,0.8874897360801697,945.8622436523438,192.87721252441406,0.8716867566108704,973.5770874023438,208.2465362548828,0.9906617999076843,942.1276245117188,207.3623046875,0.9901027679443359,968.324951171875,269.06585693359375,0.9821223020553589,942.4869384765625,268.44146728515625,0.9810311198234558,962.9254150390625,325.6036376953125,0.9568787813186646,944.528076171875,325.01666259765625,0.9547675848007202
7,True,956.7247314453125,97.15365600585938,0.9603111743927002,962.1165771484375,92.02493286132812,0.9238472580909729,951.73095703125,92.00017547607422,0.9168409705162048,972.272705078125,95.82479858398438,0.7226927280426025,944.0462036132812,95.68669128417969,0.6782301068305969,983.0992431640625,129.38294982910156,0.9910786747932434,934.86474609375,128.53213500976562,0.9906477332115173,987.92578125,169.63909912109375,0.9212886691093445,926.85791015625,167.3041534423828,0.9177285432815552,975.6190795898438,198.16387939453125,0.874430239200592,945.0357666015625,192.82200622558594,0.871408998966217,973.4007568359375,207.84535217285156,0.9899543523788452,942.0455932617188,207.11997985839844,0.9898599982261658,968.7105102539062,268.2772216796875,0.9811672568321228,942.438720703125,267.865234375,0.9810835719108582,963.818603515625,324.754150390625,0.9562027454376221,944.3314208984375,324.57342529296875,0.955761194229126
8,True,956.5128173828125,97.60192108154297,0.9613041281700134,961.8187866210938,92.25503540039062,0.9299355149269104,951.40283203125,92.49880981445312,0.9118131399154663,972.0639038085938,96.26077270507812,0.7752023339271545,944.55712890625,96.86323547363281,0.6763156652450562,983.2586059570312,129.91061401367188,0.9940242171287537,935.854736328125,129.7105712890625,0.9929097294807434,987.639404296875,168.21665954589844,0.9317638278007507,927.3787841796875,166.22903442382812,0.9098179340362549,972.4024658203125,199.19024658203125,0.8692301511764526,942.7670288085938,192.52455139160156,0.8411286473274231,971.9617919921875,207.00485229492188,0.9903179407119751,940.6737670898438,206.691650390625,0.9895910620689392,970.9207763671875,268.11309814453125,0.9721941947937012,939.166015625,268.29559326171875,0.9697893261909485,966.2297973632812,325.65899658203125,0.932869017124176,940.6890869140625,326.64898681640625,0.9282020926475525
9,True,955.574951171875,97.02296447753906,0.9618916511535645,960.8751220703125,91.68850708007812,0.9294705390930176,950.53125,91.92085266113281,0.9136629104614258,971.2421264648438,95.73104095458984,0.7719011306762695,943.8557739257812,96.28626251220703,0.6835958361625671,983.0440673828125,129.05142211914062,0.994154155254364,935.2608032226562,129.30706787109375,0.9933050274848938,988.8151245117188,166.6288604736328,0.9330819249153137,927.9150390625,166.2279510498047,0.9167230129241943,973.0994873046875,197.36512756347656,0.872331976890564,943.6121826171875,193.0444793701172,0.8510002493858337,972.6688842773438,206.6802978515625,0.9906147718429565,941.0733642578125,206.56405639648438,0.990103006362915,971.3798828125,267.93243408203125,0.9721847772598267,939.14111328125,268.34771728515625,0.9704418182373047,966.4041137695312,325.78314208984375,0.9312873482704163,940.5191650390625,327.1090087890625,0.9276899099349976
